Year, Week, [18.4491119384766 -66.0930480957031], [18.4991111755371 -66.0930480957031], [18.4491119384766 -66.1430511474609], [18.4991111755371 -66.1430511474609]
2001, 11, 1.950143e-01, 4.229000e-01, 1.967143e-01, 4.229000e-01
2001, 12, 1.592286e-01, 1.274333e-01, 1.408857e-01, 5.992500e-02
2001, 13, 2.435714e-01, NaN, 2.178143e-01, 2.705000e-01
2001, 14, 1.409000e-01, 2.127000e-01, 1.628857e-01, 1.044000e-01
2001, 15, 3.144500e-01, NaN, 2.761833e-01, 3.069500e-01
2001, 16, 2.111714e-01, 7.280000e-02, 2.161286e-01, 7.826667e-02
2001, 17, 1.227286e-01, NaN, 1.131857e-01, 5.855000e-02
2001, 18, 1.861714e-01, NaN, 1.770571e-01, -1.055000e-01
2001, 19, 4.781429e-02, 3.710000e-02, 6.374286e-02, 7.050000e-02
2001, 20, 1.984833e-01, 1.031000e-01, 1.765571e-01, 9.410000e-02
2001, 21, 1.701429e-01, 8.608000e-02, 1.679429e-01, 7.736000e-02
2001, 22, 1.977333e-01, 6.190000e-02, 1.659857e-01, 3.330000e-02
2001, 23, 1.706286e-01, 3.120000e-02, 1.901000e-01, 2.535000e-02
2001, 24, 2.708714e-01, NaN, 2.212000e-01, 2.710000e-02
2001, 25, 1.246571e-01, -2.865000e-02, 1.255571e-01, -1.266667e-02
2001, 26, 2.032571e-01, 2.185000e-02, 1.855857e-01, -6.010000e-02
2001, 27, 2.069143e-01, -2.270000e-02, 1.882286e-01, 9.093333e-02
2001, 28, 1.961143e-01, -8.170000e-02, 1.808000e-01, 2.870000e-02
2001, 29, 2.002286e-01, 7.300000e-03, 1.976857e-01, 6.943333e-02
2001, 30, 1.865714e-01, -1.980000e-02, 1.818000e-01, 5.700000e-03
2001, 31, 1.347143e-01, 2.870000e-02, 1.439429e-01, 1.132000e-01
2001, 32, 1.926714e-01, 2.467000e-01, 1.882286e-01, 2.009000e-01
2001, 33, 2.008143e-01, 8.985000e-02, 2.051143e-01, 1.278333e-01
2001, 34, 2.017286e-01, 1.720000e-02, 2.022143e-01, 1.255000e-02
2001, 35, 2.212714e-01, NaN, 2.011286e-01, NaN
2001, 36, 2.792857e-01, -2.730000e-02, 2.707857e-01, 6.807500e-02
2001, 37, 3.660714e-01, 1.954000e-01, 3.778571e-01, 2.356000e-01
2001, 38, 1.706333e-01, -4.120000e-02, 1.342857e-01, 4.766667e-02
2001, 39, 2.545714e-01, 9.860000e-02, 2.469286e-01, 1.220750e-01
2001, 40, 2.391714e-01, 1.602500e-01, 1.799714e-01, 8.955000e-02
2001, 41, 2.143286e-01, 6.330000e-02, 2.125857e-01, 6.330000e-02
2001, 42, 2.187571e-01, NaN, 1.630000e-01, NaN
2001, 43, 2.529000e-01, -1.410000e-02, 2.228286e-01, 2.121000e-01
2001, 44, 2.274571e-01, -1.935000e-02, 1.600286e-01, 5.955000e-02
2001, 45, 9.473333e-02, 2.840000e-02, 9.162857e-02, 8.600000e-03
2001, 46, 1.961714e-01, 9.410000e-02, 2.132000e-01, 1.127000e-01
2001, 47, 2.202286e-01, 1.663000e-01, 2.337000e-01, 1.899750e-01
2001, 48, 2.206286e-01, 2.151500e-01, 1.987000e-01, 2.261500e-01
2001, 49, 9.694286e-02, -4.680000e-02, 8.650000e-02, -4.060000e-02
2001, 50, 2.047143e-01, 8.100000e-03, 1.787714e-01, 9.747500e-02
2001, 51, 7.120000e-02, 2.285000e-02, 5.045714e-02, 5.653333e-02
2001, 52, 2.236222e-01, 1.814000e-01, 1.965111e-01, 1.358667e-01
2002, 1, 1.975429e-01, 5.475000e-02, 1.423286e-01, 8.103333e-02
2002, 2, 2.464333e-01, 1.064250e-01, 1.778167e-01, 2.900000e-01
2002, 3, 1.956714e-01, 5.940000e-02, 1.562857e-01, 5.260000e-02
2002, 4, 1.341000e-01, 2.880000e-02, 1.462286e-01, 6.663333e-02
2002, 6, 1.591714e-01, -6.740000e-02, 1.097286e-01, 4.680000e-02
2002, 7, 2.546714e-01, 4.910000e-02, 1.978000e-01, 9.232500e-02
2002, 8, 2.220000e-01, 4.780000e-02, 1.773143e-01, 6.175000e-02
2002, 9, 1.402000e-01, 3.150000e-02, 1.603429e-01, 9.620000e-02
2002, 10, 1.984167e-01, 4.200000e-02, 2.499833e-01, 5.110000e-02
2002, 11, 2.196286e-01, 7.090000e-02, 1.894857e-01, 1.254500e-01
2002, 12, 2.791000e-01, 1.535000e-01, 2.480857e-01, 1.688000e-01
2002, 13, 3.203857e-01, 1.777000e-01, 3.209286e-01, 3.167000e-01
2002, 14, 2.157714e-01, -5.600000e-03, 1.786000e-01, 1.300000e-03
2002, 15, 1.263571e-01, -2.630000e-02, 1.143571e-01, 3.695000e-02
2002, 16, 2.039714e-01, NaN, 1.771857e-01, NaN
2002, 17, 1.135714e-01, -1.760000e-02, 1.116286e-01, 5.190000e-02
2002, 18, 2.115857e-01, 1.506000e-01, 1.536571e-01, 1.616000e-01
2002, 19, 2.110000e-01, 1.937500e-01, 1.759143e-01, 1.611000e-01
2002, 20, 2.559286e-01, 1.138000e-01, 2.269286e-01, 9.725000e-02
2002, 21, 2.122857e-01, 3.345000e-02, 2.002714e-01, 1.033000e-01
2002, 22, 1.880286e-01, 5.325000e-02, 1.696000e-01, 7.780000e-02
2002, 23, 1.304429e-01, 4.185000e-02, 1.511429e-01, 7.220000e-02
2002, 24, 1.073143e-01, NaN, 1.113286e-01, 5.743333e-02
2002, 25, 2.042143e-01, NaN, 1.528143e-01, 4.446667e-02
2002, 26, 2.136000e-01, NaN, 1.969143e-01, 1.173000e-01
2002, 27, 2.072429e-01, -9.666667e-03, 1.649286e-01, 6.500000e-03
2002, 28, 2.541286e-01, -2.455000e-02, 2.121000e-01, 1.960000e-02
2002, 29, 1.880429e-01, NaN, 1.803286e-01, 3.774000e-02
2002, 30, 2.192857e-01, -7.045000e-02, 2.245429e-01, -2.133333e-02
2002, 31, 1.435833e-01, -8.360000e-02, 1.011714e-01, 2.780000e-02
2002, 32, 2.511429e-01, -6.000000e-04, 2.696571e-01, 5.510000e-02
2002, 33, 1.990571e-01, 1.000000e-04, 1.385286e-01, 3.865000e-02
2002, 34, 2.146333e-01, 7.760000e-02, 1.704000e-01, -7.720000e-02
2002, 35, 1.957857e-01, 9.000000e-04, 1.185286e-01, -4.450000e-03
2002, 36, 1.647667e-01, 8.950000e-02, 1.637571e-01, 6.480000e-02
2002, 37, 2.319714e-01, 3.300000e-02, 2.399571e-01, -2.545000e-02
2002, 38, 1.659286e-01, NaN, 1.409857e-01, 1.655000e-02
2002, 39, 1.283571e-01, 5.410000e-02, 8.348571e-02, 3.885000e-02
2002, 40, 7.960000e-02, 7.375000e-02, 6.807143e-02, 7.326667e-02
2002, 41, 2.429714e-01, -5.385000e-02, 2.187286e-01, -7.390000e-02
2002, 42, 1.269143e-01, NaN, 1.894143e-01, 3.505000e-02
2002, 43, 2.304000e-01, -1.115000e-01, 2.082429e-01, -1.136000e-01
2002, 44, 1.993429e-01, 7.350000e-03, 1.795429e-01, -2.545000e-02
2002, 45, 2.918000e-01, 2.614000e-01, 3.185000e-01, 1.102200e-01
2002, 46, 2.781571e-01, 1.478333e-01, 2.477286e-01, -3.125000e-03
2002, 47, 2.220571e-01, NaN, 1.913857e-01, -1.225000e-01
2002, 48, 2.773286e-01, -5.633333e-03, 2.907286e-01, -3.725000e-02
2002, 49, 2.790857e-01, -2.439000e-01, 2.488429e-01, -1.209333e-01
2002, 50, 1.993000e-01, -1.743000e-01, 1.713000e-01, -7.230000e-02
2002, 51, 1.854143e-01, -4.300000e-02, 2.088000e-01, -1.289500e-01
2002, 52, 2.434333e-01, 3.580000e-02, 1.369286e-01, -2.528000e-01
2002, 53, 1.375667e-01, NaN, 1.555000e-01, -4.000000e-03
2003, 1, 2.304571e-01, -7.195000e-02, 1.757143e-01, -4.525000e-02
2003, 2, 1.805500e-01, -2.000000e-01, 1.824833e-01, -7.096667e-02
2003, 3, 2.926429e-01, 4.660000e-02, 2.266286e-01, 8.225000e-03
2003, 4, 1.781714e-01, 5.374000e-02, 1.565714e-01, 7.137500e-02
2003, 5, 8.465000e-02, 2.140000e-02, 1.010286e-01, 5.420000e-02
2003, 6, 1.939857e-01, 5.670000e-02, 1.746714e-01, 7.020000e-02
2003, 7, 1.922667e-01, NaN, 2.225000e-01, -9.663333e-02
2003, 8, 1.614286e-01, 1.500000e-03, 1.584857e-01, -3.445000e-02
2003, 9, 1.286333e-01, -3.046667e-02, 1.561167e-01, -1.000000e-04
2003, 10, 3.221857e-01, -2.063500e-01, 2.998286e-01, -1.410000e-01
2003, 11, 1.018429e-01, 2.535000e-02, 1.365286e-01, 4.810000e-02
2003, 12, 1.556429e-01, -5.203333e-02, 1.822714e-01, 1.422000e-02
2003, 13, 1.527286e-01, -1.169000e-01, 1.867714e-01, -9.157500e-02
2003, 14, 1.298000e-01, 9.250000e-02, 1.214286e-01, -5.085000e-02
2003, 15, 1.515000e-01, 1.281500e-01, 1.395429e-01, 9.896667e-02
2003, 16, 7.464286e-02, NaN, 9.557143e-02, -2.900000e-03
2003, 17, 1.486714e-01, -7.800000e-02, 1.594714e-01, -1.252000e-01
2003, 18, 2.512714e-01, 6.810000e-02, 2.120714e-01, 3.550000e-02
2003, 19, 2.656833e-01, -4.770000e-02, 2.382143e-01, 7.212500e-02
2003, 20, 1.687571e-01, 1.485000e-02, 1.725429e-01, -4.320000e-02
2003, 21, 1.526143e-01, NaN, 1.243571e-01, 4.100000e-03
2003, 22, 1.959143e-01, -4.570000e-02, 1.780571e-01, -7.566667e-03
2003, 23, 1.974571e-01, NaN, 1.750000e-01, 6.276667e-02
2003, 24, 1.093500e-01, 5.063333e-02, 9.871429e-02, 5.587500e-02
2003, 25, 1.730429e-01, 6.750000e-02, 1.369857e-01, 4.840000e-02
2003, 26, 1.182714e-01, -1.798000e-01, 1.597286e-01, -5.245000e-02
2003, 27, 2.083857e-01, -8.530000e-02, 2.085571e-01, 2.575000e-02
2003, 28, 1.916857e-01, NaN, 1.750000e-01, 2.960000e-01
2003, 29, 2.248714e-01, -5.675000e-02, 1.869000e-01, -1.126667e-01
2003, 30, 1.618571e-01, 1.045000e-01, 1.561714e-01, 6.610000e-02
2003, 31, 1.580333e-01, 4.995000e-02, 1.920000e-01, -3.565000e-02
2003, 32, 2.077857e-01, 7.850000e-02, 2.106714e-01, 3.633333e-02
2003, 33, 2.225714e-01, 3.480000e-02, 2.039857e-01, 3.170000e-02
2003, 34, 1.617286e-01, 7.260000e-02, 1.578143e-01, 5.190000e-02
2003, 35, 2.043714e-01, NaN, 1.603571e-01, 1.000000e-01
2003, 36, 2.036286e-01, NaN, 2.409286e-01, NaN
2003, 37, 2.407000e-01, 9.445000e-02, 2.419286e-01, -1.352000e-02
2003, 38, 2.489000e-01, -9.390000e-02, 2.247429e-01, 8.642500e-02
2003, 39, 2.545714e-01, -8.740000e-02, 2.119143e-01, 9.725000e-02
2003, 40, 2.174857e-01, NaN, 2.088143e-01, 1.510000e-02
2003, 41, 1.634429e-01, 2.040000e-02, 1.103714e-01, 3.275000e-02
2003, 42, 2.434000e-01, 1.610000e-02, 2.677286e-01, 3.710000e-02
2003, 43, 1.699286e-01, -4.160000e-02, 1.281714e-01, 5.530000e-02
2003, 44, 9.465000e-02, 8.920000e-02, 8.811429e-02, 3.500000e-04
2003, 45, 1.377167e-01, NaN, 1.248000e-01, 1.635000e-01
2003, 46, 6.548571e-02, 6.925000e-02, 7.488571e-02, 5.537500e-02
2003, 47, 1.281429e-01, -2.179500e-01, 1.350143e-01, 1.500000e-02
2003, 48, 2.369429e-01, -7.015000e-02, 2.084571e-01, -3.777500e-02
2003, 49, 1.275667e-01, -3.050000e-03, 1.174857e-01, 5.340000e-02
2003, 50, 1.616833e-01, -1.476000e-01, 1.077714e-01, -1.538000e-01
2003, 51, 2.905667e-01, -3.753333e-02, 1.977429e-01, -5.260000e-02
2003, 52, 1.581375e-01, 2.085000e-02, 1.479444e-01, -3.980000e-02
2004, 1, 2.237571e-01, -2.683000e-01, 1.765429e-01, -1.237000e-01
2004, 2, 2.147286e-01, -7.310000e-02, 2.224429e-01, 1.720000e-02
2004, 3, 2.821000e-01, NaN, 2.899000e-01, 2.600000e-03
2004, 4, -1.553333e-02, -1.863500e-01, 1.025000e-02, -1.786250e-01
2004, 5, 2.362571e-01, -5.350000e-02, 2.804143e-01, -1.080000e-01
2004, 6, 2.528429e-01, NaN, 2.169857e-01, -4.890000e-02
2004, 7, 2.463857e-01, -4.230000e-02, 1.925571e-01, 2.310000e-02
2004, 8, 1.538429e-01, -1.567000e-01, 1.494000e-01, -7.680000e-02
2004, 9, 1.390000e-01, 5.716667e-02, 1.584429e-01, 5.202500e-02
2004, 10, 2.206000e-01, -6.380000e-02, 2.357714e-01, 9.050000e-02
2004, 11, 1.867000e-01, -5.050000e-02, 1.538000e-01, 2.825000e-02
2004, 12, 2.834286e-02, NaN, 1.160000e-02, NaN
2004, 13, 1.199000e-01, -4.062500e-01, 1.322667e-01, 7.343333e-02
2004, 14, 1.476286e-01, NaN, 1.583857e-01, 2.317500e-02
2004, 15, 3.543429e-01, 4.934000e-01, 2.740857e-01, 1.412000e-01
2004, 16, 1.967286e-01, 6.100000e-03, 1.820857e-01, 1.620000e-02
2004, 17, 2.125571e-01, NaN, 2.720286e-01, -4.705000e-02
2004, 18, 6.330000e-02, NaN, 1.553833e-01, -8.976667e-02
2004, 19, 9.315000e-02, NaN, 1.181333e-01, NaN
2004, 20, 1.076333e-01, -9.040000e-02, 2.100600e-01, 1.185250e-01
2004, 21, 1.156429e-01, 5.286667e-02, 1.297857e-01, 6.016667e-02
2004, 22, 1.591143e-01, -2.563333e-02, 1.588000e-01, -8.066667e-03
2004, 23, 8.158571e-02, -7.055000e-02, 1.132429e-01, -2.854000e-02
2004, 24, 1.412000e-01, 2.180000e-02, 1.782429e-01, -4.410000e-02
2004, 25, 1.466571e-01, 1.742500e-02, 1.337429e-01, 7.494000e-02
2004, 26, 1.837714e-01, 1.010000e-02, 1.702143e-01, -3.850000e-03
2004, 27, 1.515714e-01, NaN, 1.447429e-01, 8.300000e-03
2004, 28, 1.683286e-01, -2.670000e-02, 1.751143e-01, -1.173333e-02
2004, 29, 1.853143e-01, -5.290000e-02, 1.498429e-01, -1.010000e-01
2004, 30, 1.748286e-01, 6.740000e-02, 1.487429e-01, 8.983333e-02
2004, 31, 1.905286e-01, -1.170000e-02, 1.573000e-01, -5.443333e-02
2004, 32, 1.741000e-01, 5.800000e-03, 1.838143e-01, 3.270000e-02
2004, 33, 1.253000e-01, 3.740000e-02, 1.774143e-01, 1.084000e-01
2004, 34, 1.816000e-01, -1.640000e-02, 1.706000e-01, -2.187500e-02
2004, 35, 1.006571e-01, 9.960000e-02, 1.094286e-01, 6.330000e-02
2004, 36, 1.631286e-01, 4.140000e-02, 1.992000e-01, 4.980000e-02
2004, 37, 1.059143e-01, 1.076000e-01, 9.598571e-02, 7.492500e-02
2004, 38, 9.487143e-02, 4.015000e-02, 1.394429e-01, NaN
2004, 39, 2.252571e-01, NaN, 2.332000e-01, -6.745000e-02
2004, 40, 2.435800e-01, 3.347500e-02, 1.786333e-01, 7.625000e-03
2004, 41, 9.047143e-02, -1.680000e-02, 5.836667e-02, 2.526667e-02
2004, 42, 2.360286e-01, NaN, 2.138714e-01, 9.375000e-02
2004, 43, 8.211667e-02, 9.690000e-02, 7.970000e-02, 7.463333e-02
2004, 44, 9.600000e-02, 8.020000e-02, 1.182286e-01, 8.800000e-02
2004, 45, 2.450500e-01, 1.337000e-01, 1.911143e-01, 1.288000e-01
2004, 46, 3.900000e-02, 1.990000e-02, 6.477143e-02, -1.350000e-03
2004, 47, 2.224857e-01, 3.274000e-01, 1.364714e-01, -6.400000e-03
2004, 48, 1.951571e-01, 4.350000e-02, 2.427714e-01, -6.070000e-02
2004, 49, 2.108714e-01, -1.613000e-01, 2.731429e-01, -8.855000e-02
2004, 50, 2.083167e-01, -3.900000e-03, 1.796500e-01, -2.620000e-02
2004, 51, 1.828167e-01, -1.516500e-01, 1.342571e-01, -2.140000e-02
2004, 52, 1.994857e-01, -1.261000e-01, 1.403500e-01, -6.296667e-02
2005, 1, 1.246571e-01, 7.900000e-03, 1.004429e-01, -4.963333e-02
2005, 2, 1.335429e-01, 2.435000e-02, 1.272429e-01, -1.927500e-02
2005, 3, 2.029000e-01, -1.118333e-01, 2.233571e-01, -7.645000e-02
2005, 4, 1.743000e-01, -4.790000e-02, 1.456429e-01, 4.310000e-02
2005, 5, 2.056000e-01, 4.420000e-02, 1.781429e-01, -7.580000e-02
2005, 6, 2.976571e-01, -8.175000e-02, 3.102571e-01, -3.735000e-02
2005, 7, 1.756571e-01, NaN, 1.842857e-01, 9.300000e-02
2005, 8, 1.908714e-01, 1.083000e-01, 1.969714e-01, -4.855000e-02
2005, 9, 1.607000e-01, -1.036667e-01, 1.097667e-01, -4.113333e-02
2005, 10, 2.434571e-01, NaN, 2.521571e-01, 7.810000e-02
2005, 11, 1.937429e-01, 6.440000e-02, 2.441714e-01, 1.095000e-02
2005, 12, 1.609286e-01, -4.400000e-02, 2.079714e-01, -7.530000e-02
2005, 13, 1.752000e-01, NaN, 1.482286e-01, -9.870000e-02
2005, 14, 1.233167e-01, 4.500000e-03, 1.557833e-01, -4.800000e-04
2005, 15, 1.525833e-01, -1.235000e-01, 1.210857e-01, -1.235000e-01
2005, 16, 9.328333e-02, 1.683333e-02, 1.092167e-01, 5.433333e-03
2005, 17, 1.012333e-01, -9.295000e-02, 1.060000e-01, NaN
2005, 18, 2.218000e-01, -1.362000e-01, 2.113714e-01, -2.498000e-01
2005, 19, 1.302667e-01, 6.313333e-02, 9.501667e-02, 8.227500e-02
2005, 20, 7.107143e-02, NaN, 4.847143e-02, 4.810000e-02
2005, 21, 9.660000e-02, 4.760000e-02, 8.731429e-02, 6.735000e-02
2005, 22, 1.778000e-01, -1.430000e-02, 1.467571e-01, -4.475000e-03
2005, 23, 1.881857e-01, 6.060000e-02, 1.763000e-01, 9.883333e-02
2005, 24, 1.211143e-01, 4.490000e-02, 1.242143e-01, 1.177000e-01
2005, 25, 2.097429e-01, NaN, 2.099286e-01, 6.340000e-02
2005, 26, 9.012857e-02, 8.920000e-02, 9.425714e-02, 7.075000e-02
2005, 27, 1.717857e-01, 8.540000e-02, 2.381000e-01, 2.466750e-01
2005, 28, 1.122571e-01, 5.140000e-02, 1.370143e-01, 5.162500e-02
2005, 29, 2.358286e-01, -6.650000e-02, 2.333429e-01, -2.100000e-02
2005, 30, 2.564429e-01, -1.087000e-01, 2.153714e-01, -9.450000e-03
2005, 31, 1.404000e-01, -6.475000e-02, 1.212000e-01, -2.670000e-02
2005, 32, 2.691286e-01, NaN, 1.919286e-01, 2.365000e-02
2005, 33, 8.632857e-02, 4.790000e-02, 9.587143e-02, 6.967500e-02
2005, 34, 1.057714e-01, -1.224000e-01, 1.418714e-01, 5.100000e-02
2005, 35, 1.112200e-01, NaN, 1.085857e-01, -7.300000e-03
2005, 36, 2.050286e-01, 2.200000e-03, 2.202333e-01, -2.710000e-02
2005, 37, 1.523429e-01, 7.300000e-03, 1.456286e-01, 4.900000e-03
2005, 38, 1.554286e-01, 2.520000e-02, 1.780286e-01, -5.933333e-02
2005, 39, 1.802833e-01, 1.200000e-03, 1.557333e-01, -2.986667e-02
2005, 40, 1.125571e-01, 4.880000e-02, 7.724286e-02, 3.940000e-02
2005, 41, 5.515000e-02, 4.190000e-02, 4.244286e-02, 2.793333e-02
2005, 42, 2.403571e-01, 2.275000e-02, 2.043429e-01, 2.780000e-02
2005, 43, 1.705571e-01, -2.997500e-02, 1.623143e-01, 5.126667e-02
2005, 44, 2.535143e-01, 7.596667e-02, 2.017429e-01, -6.220000e-02
2005, 45, 2.022143e-01, -1.350000e-03, 1.520714e-01, 6.455000e-02
2005, 46, 2.004429e-01, 5.070000e-02, 1.821714e-01, 1.740000e-02
2005, 47, 2.159143e-01, NaN, 1.852286e-01, 1.654000e-01
2005, 48, 2.686000e-01, NaN, 2.481857e-01, 1.823000e-01
2005, 49, 1.812667e-01, -3.396667e-02, 2.068500e-01, 4.135000e-02
2005, 50, 1.667571e-01, -5.870000e-02, 1.695143e-01, -7.753333e-02
2005, 51, 2.853429e-01, 1.077000e-01, 2.935714e-01, 5.310000e-02
2005, 52, 1.869375e-01, 1.016000e-01, 1.859000e-01, 8.810000e-02
2006, 1, 1.100714e-01, -8.233333e-03, 9.948571e-02, -4.533333e-02
2006, 2, 2.592714e-01, -4.245000e-02, 2.393143e-01, 4.550000e-03
2006, 3, 1.015143e-01, -1.942333e-01, 1.011143e-01, -1.117400e-01
2006, 4, 1.000167e-01, 9.000000e-03, 1.076833e-01, -4.580000e-02
2006, 5, 1.681333e-01, 4.430000e-02, 1.399571e-01, -5.000000e-03
2006, 6, 2.661000e-01, -3.084000e-01, 2.104571e-01, -1.369000e-01
2006, 7, 1.900714e-01, 3.255000e-01, 2.061857e-01, -2.752000e-02
2006, 8, 2.396714e-01, -1.032000e-01, 2.859714e-01, 1.611000e-01
2006, 9, 1.606800e-01, -1.673400e-01, 2.190667e-01, -1.058250e-01
2006, 10, 1.773000e-01, -1.313333e-02, 1.503000e-01, 1.827500e-02
2006, 11, 1.671000e-01, 1.090000e-02, 1.572143e-01, -1.436000e-02
2006, 12, 1.246429e-01, NaN, 1.394000e-01, -1.042500e-01
2006, 13, 9.765000e-02, NaN, 8.703333e-02, 4.710000e-02
2006, 14, 8.821429e-02, 4.550000e-02, 9.590000e-02, 7.005000e-02
2006, 15, 1.163167e-01, 1.650000e-02, 1.032857e-01, 1.794000e-02
2006, 16, 1.578167e-01, -1.200000e-02, 1.299714e-01, -1.001000e-01
2006, 17, 1.158857e-01, 3.510000e-02, 8.678571e-02, 3.510000e-02
2006, 18, 1.209000e-01, 1.440000e-02, 9.565714e-02, 4.355000e-02
2006, 19, 7.054286e-02, NaN, 8.275714e-02, 5.340000e-02
2006, 20, 2.060857e-01, 8.020000e-02, 1.872143e-01, 4.546667e-02
2006, 21, 2.400833e-01, NaN, 2.095714e-01, -1.001333e-01
2006, 22, 1.129667e-01, 5.820000e-02, 1.009571e-01, 3.352500e-02
2006, 23, 1.045800e-01, 1.440000e-02, 1.338286e-01, 1.440000e-02
2006, 24, 1.517000e-01, -1.003333e-02, 1.498833e-01, -5.720000e-02
2006, 25, 1.070429e-01, 2.550000e-02, 1.105571e-01, 4.276667e-02
2006, 26, 1.338714e-01, 1.035000e-01, 1.229429e-01, 1.977000e-01
2006, 27, 1.770333e-01, 6.387500e-02, 1.333333e-01, 5.485000e-02
2006, 28, 1.232714e-01, 1.930000e-02, 1.058286e-01, 6.923333e-02
2006, 29, 1.966857e-01, 4.735000e-02, 1.615429e-01, 2.816667e-02
2006, 30, 1.034143e-01, -5.556667e-02, 1.018000e-01, -1.060500e-01
2006, 31, 1.523286e-01, -1.145000e-01, 1.531286e-01, 9.955000e-02
2006, 32, 1.457429e-01, 1.740000e-03, 1.309857e-01, 1.360000e-02
2006, 33, 2.238143e-01, NaN, 1.753000e-01, 1.390000e-02
2006, 34, 1.773000e-01, 6.405000e-02, 1.789833e-01, 3.450000e-03
2006, 35, 1.567000e-01, 7.515000e-02, 1.232000e-01, 7.982500e-02
2006, 36, 1.379857e-01, 1.235000e-02, 1.328000e-01, -2.706667e-02
2006, 37, 1.424143e-01, 2.612500e-02, 1.815000e-01, -5.350000e-02
2006, 38, 1.977000e-01, -5.560000e-02, 1.719286e-01, -1.620000e-02
2006, 39, 1.945429e-01, -2.650000e-02, 1.676000e-01, -3.535000e-02
2006, 40, 1.755000e-01, NaN, 1.958714e-01, NaN
2006, 41, 2.367333e-01, 6.305000e-02, 2.508833e-01, -1.497000e-01
2006, 42, 7.027143e-02, 1.233500e-01, 5.842857e-02, 1.152000e-01
2006, 43, 1.736714e-01, 4.593333e-02, 1.280500e-01, -3.640000e-02
2006, 44, 1.566143e-01, NaN, 1.134143e-01, 7.070000e-02
2006, 45, 2.153167e-01, -2.761000e-01, 1.843571e-01, -3.310000e-02
2006, 46, 1.658143e-01, -1.686000e-01, 1.308143e-01, -4.561000e-01
2006, 47, 1.773286e-01, 9.470000e-02, 1.929000e-01, -1.176667e-02
2006, 48, 8.832857e-02, 1.150000e-02, 2.602857e-02, NaN
2006, 49, 2.320286e-01, 5.160000e-02, 9.608571e-02, -5.264000e-02
2006, 50, 1.784571e-01, -4.176667e-02, 1.963143e-01, 2.532500e-02
2006, 51, 1.077600e-01, -5.480000e-02, 1.255167e-01, 3.180000e-02
2006, 52, 1.835000e-01, -1.062000e-01, 1.697667e-01, -1.376000e-01
2007, 1, 1.484429e-01, 2.643000e-01, 1.446000e-01, 5.124000e-02
2007, 2, 1.851571e-01, NaN, 2.065429e-01, -3.805000e-02
2007, 3, 9.630000e-02, -1.920000e-02, 6.577143e-02, -4.300000e-03
2007, 4, 2.486833e-01, 1.288333e-01, 2.523286e-01, 1.152000e-01
2007, 5, 1.046857e-01, NaN, 1.395429e-01, 4.100000e-02
2007, 6, 2.048429e-01, -2.156000e-01, 2.347000e-01, 6.580000e-02
2007, 7, 2.439429e-01, -7.520000e-02, 1.923143e-01, -7.194000e-02
2007, 8, 1.901429e-01, 2.121000e-01, 1.567857e-01, 1.016000e-01
2007, 9, 6.183333e-03, NaN, 5.438333e-02, -1.975000e-02
2007, 10, 1.837000e-01, 5.430000e-02, 1.208571e-01, -1.890000e-02
2007, 11, 1.647571e-01, 3.730000e-02, 1.754857e-01, 1.800000e-03
2007, 12, 1.626714e-01, 1.170000e-02, 1.492000e-01, 1.655000e-02
2007, 13, 7.010000e-02, 2.285000e-02, 8.295714e-02, 3.557500e-02
2007, 14, 1.870571e-01, 1.886667e-02, 1.638429e-01, 3.325000e-02
2007, 15, 2.062167e-01, -7.430000e-02, 2.322286e-01, 3.300000e-03
2007, 16, 1.083571e-01, 6.890000e-02, 8.502857e-02, 4.426667e-02
2007, 17, 9.744286e-02, 2.160000e-02, 6.420000e-02, 2.055000e-02
2007, 18, 1.393857e-01, 3.920000e-02, 1.175571e-01, 1.195000e-02
2007, 19, 1.429286e-01, -6.205000e-02, 1.718429e-01, -2.765000e-02
2007, 20, 2.544143e-01, 1.900000e-03, 2.370857e-01, 1.205000e-02
2007, 21, 6.742857e-02, 5.825000e-02, 7.848571e-02, 2.110000e-02
2007, 22, 1.275429e-01, NaN, 1.072571e-01, 1.007333e-01
2007, 23, 1.468429e-01, -1.180000e-02, 1.657286e-01, -6.160000e-02
2007, 24, 1.035571e-01, -5.400000e-03, 8.591429e-02, -2.493333e-02
2007, 25, 1.976143e-01, 1.058000e-01, 2.087000e-01, 4.328000e-02
2007, 26, 2.273429e-01, 2.484000e-01, 1.632000e-01, 1.186500e-01
2007, 27, 2.229500e-01, 5.010000e-02, 1.635714e-01, 5.633333e-03
2007, 28, 1.622167e-01, NaN, 1.797571e-01, 5.715000e-02
2007, 29, 1.183571e-01, 8.260000e-02, 9.140000e-02, 8.750000e-02
2007, 30, 1.045571e-01, -6.950000e-03, 1.148571e-01, 3.350000e-02
2007, 31, 2.338667e-01, 7.460000e-02, 2.433714e-01, 1.004000e-01
2007, 32, 1.343143e-01, 1.560000e-02, 1.158571e-01, 3.105000e-02
2007, 33, 1.273571e-01, NaN, 1.259429e-01, 6.250000e-03
2007, 34, 2.873286e-01, 3.310000e-02, 2.724857e-01, 9.270000e-02
2007, 35, 1.511429e-01, 8.210000e-02, 1.315429e-01, 6.376667e-02
2007, 36, 2.283333e-01, NaN, 2.021857e-01, 4.330000e-02
2007, 37, 2.385429e-01, NaN, 1.874857e-01, 5.690000e-02
